Code,Yahoo ticker,Name,Full name,Industry code,Issued shares,Market,Industry,Asset type,Fund type,Detailed industry,Investment theme,Supply-chain role
2705,2705.TW,六福,六福開發股份有限公司,16,191312830,上市,觀光餐旅,股票,,觀光餐旅,觀光餐旅,待進一步分類
2706,2706.TW,第一店,第一華僑大飯店股份有限公司,16,499998346,上市,觀光餐旅,股票,,觀光餐旅,觀光餐旅,待進一步分類
2707,2707.TW,晶華,晶華國際酒店股份有限公司,16,127403238,上市,觀光餐旅,股票,,消費與零售,內需消費,品牌／通路
2712,2712.TW,遠雄來,遠雄悅來大飯店股份有限公司,16,105000000,上市,觀光餐旅,股票,,觀光餐旅,觀光餐旅,待進一步分類
2722,2722.TW,夏都,夏都國際開發股份有限公司,16,143169696,上市,觀光餐旅,股票,,觀光餐旅,觀光餐旅,待進一步分類
2723,2723.TW,美食-KY,開曼美食達人股份有限公司,16,180000000,上市,觀光餐旅,股票,,觀光餐旅,觀光餐旅,待進一步分類
2727,2727.TW,王品,王品餐飲股份有限公司,16,82940109,上市,觀光餐旅,股票,,消費與零售,內需消費,品牌／通路
2731,2731.TW,雄獅,雄獅旅行社股份有限公司,16,93277739,上市,觀光餐旅,股票,,觀光餐旅,觀光餐旅,待進一步分類
2739,2739.TW,寒舍,寒舍餐旅管理顧問股份有限公司,16,91526000,上市,觀光餐旅,股票,,觀光餐旅,觀光餐旅,待進一步分類
2748,2748.TW,雲品,雲品國際酒店股份有限公司,16,105778740,上市,觀光餐旅,股票,,觀光餐旅,觀光餐旅,待進一步分類
2753,2753.TW,八方雲集,八方雲集國際股份有限公司,16,66644796,上市,觀光餐旅,股票,,觀光餐旅,觀光餐旅,待進一步分類
5706,5706.TW,鳳凰,鳳凰國際旅行社股份有限公司,16,83767920,上市,觀光餐旅,股票,,觀光餐旅,觀光餐旅,待進一步分類
7705,7705.TW,三商餐飲,三商餐飲股份有限公司,16,66067304,上市,觀光餐旅,股票,,觀光餐旅,觀光餐旅,待進一步分類
7760,7760.TW,享溫馨,享溫馨企業股份有限公司,16,66048000,上市,觀光餐旅,股票,,觀光餐旅,觀光餐旅,待進一步分類
8940,8940.TW,新天地,新天地國際實業股份有限公司,16,67491032,上市,觀光餐旅,股票,,觀光餐旅,觀光餐旅,待進一步分類
9943,9943.TW,好樂迪,好樂迪股份有限公司,16,125171510,上市,觀光餐旅,股票,,觀光餐旅,觀光餐旅,待進一步分類
2901,2901.TW,欣欣,欣欣大眾市場股份有限公司,18,73043283,上市,貿易百貨,股票,,貿易百貨,貿易百貨,待進一步分類
2903,2903.TW,遠百,遠東百貨股份有限公司,18,1416940589,上市,貿易百貨,股票,,貿易百貨,貿易百貨,待進一步分類
2905,2905.TW,三商,三商投資控股股份有限公司,18,1110371703,上市,貿易百貨,股票,,貿易百貨,貿易百貨,待進一步分類
2906,2906.TW,高林,高林實業股份有限公司,18,209116648,上市,貿易百貨,股票,,貿易百貨,貿易百貨,待進一步分類
2908,2908.TW,特力,特力股份有限公司,18,509887558,上市,貿易百貨,股票,,貿易百貨,貿易百貨,待進一步分類
2910,2910.TW,統領,統領百貨股份有限公司,18,175403000,上市,貿易百貨,股票,,貿易百貨,貿易百貨,待進一步分類
2911,2911.TW,麗嬰房,麗嬰房股份有限公司,18,105125999,上市,貿易百貨,股票,,貿易百貨,貿易百貨,待進一步分類
2912,2912.TW,統一超,統一超商股份有限公司,18,1039622255,上市,貿易百貨,股票,,消費與零售,內需消費,品牌／通路
2913,2913.TW,農林,台灣農林股份有限公司,18,790000000,上市,貿易百貨,股票,,貿易百貨,貿易百貨,待進一步分類
2915,2915.TW,潤泰全,潤泰全球股份有限公司,18,1104318772,上市,貿易百貨,股票,,貿易百貨,貿易百貨,待進一步分類
2929,2929.TW,淘帝-KY,淘帝國際控股有限公司,18,109493838,上市,貿易百貨,股票,,貿易百貨,貿易百貨,待進一步分類
2939,2939.TW,永邑-KY,永邑國際集團股份有限公司,18,45548665,上市,貿易百貨,股票,,貿易百貨,貿易百貨,待進一步分類
2945,2945.TW,三商家購,三商家購股份有限公司,18,67500000,上市,貿易百貨,股票,,貿易百貨,貿易百貨,待進一步分類
4807,4807.TW,日成-KY,日成控股股份有限公司,18,48996032,上市,貿易百貨,股票,,貿易百貨,貿易百貨,待進一步分類
5906,5906.TW,台南-KY,台南生活(開曼)股份有限公司,18,35741412,上市,貿易百貨,股票,,貿易百貨,貿易百貨,待進一步分類
5907,5907.TW,大洋-KY,Grand Ocean RetailGroupLimited,18,195531000,上市,貿易百貨,股票,,貿易百貨,貿易百貨,待進一步分類
8429,8429.TW,金麗-KY,金麗集團控股有限公司,18,185747151,上市,貿易百貨,股票,,貿易百貨,貿易百貨,待進一步分類
8443,8443.TW,阿瘦,阿瘦實業股份有限公司,18,66800000,上市,貿易百貨,股票,,貿易百貨,貿易百貨,待進一步分類
2427,2427.TW,三商電,三商電腦股份有限公司,30,197999573,上市,資訊服務業,股票,,資訊服務業,資訊服務業,待進一步分類
2453,2453.TW,凌群,凌群電腦股份有限公司,30,100000000,上市,資訊服務業,股票,,資訊服務業,資訊服務業,待進一步分類
2468,2468.TW,華經,華經資訊企業股份有限公司,30,69961249,上市,資訊服務業,股票,,資訊服務業,資訊服務業,待進一步分類
2471,2471.TW,資通,資通電腦股份有限公司,30,47253890,上市,資訊服務業,股票,,資訊服務業,資訊服務業,待進一步分類
2480,2480.TW,敦陽科,敦陽科技股份有限公司,30,106360291,上市,資訊服務業,股票,,資訊服務業,資訊服務業,待進一步分類
3029,3029.TW,零壹,零壹科技股份有限公司,30,167005212,上市,資訊服務業,股票,,資訊服務業,資訊服務業,待進一步分類
4994,4994.TW,傳奇,傳奇網路遊戲股份有限公司,30,66383400,上市,資訊服務業,股票,,資訊服務業,資訊服務業,待進一步分類
5203,5203.TW,訊連,訊連科技股份有限公司,30,79342550,上市,資訊服務業,股票,,資訊服務業,資訊服務業,待進一步分類
6112,6112.TW,邁達特,邁達特數位股份有限公司,30,188357336,上市,資訊服務業,股票,,資訊服務業,資訊服務業,待進一步分類
6183,6183.TW,關貿,關貿網路股份有限公司,30,150000000,上市,資訊服務業,股票,,資訊服務業,資訊服務業,待進一步分類
6214,6214.TW,精誠,精誠資訊股份有限公司,30,272243066,上市,資訊服務業,股票,,資訊服務業,資訊服務業,待進一步分類
2314,2314.TW,台揚,台揚科技股份有限公司,27,108596422,上市,通信網路業,股票,,通信網路業,通信網路業,待進一步分類
2321,2321.TW,東訊,東訊股份有限公司,27,16555060,上市,通信網路業,股票,,通信網路業,通信網路業,待進一步分類
2332,2332.TW,友訊,友訊科技股份有限公司,27,602170373,上市,通信網路業,股票,,通信網路業,通信網路業,待進一步分類
2345,2345.TW,智邦,智邦科技股份有限公司,27,561117897,上市,通信網路業,股票,,網通與高速傳輸,AI 網路基礎建設,交換器／高速傳輸
2412,2412.TW,中華電,中華電信股份有限公司,27,7757446545,上市,通信網路業,股票,,網通與高速傳輸,AI 網路基礎建設,交換器／高速傳輸
2419,2419.TW,仲琦,仲琦科技股份有限公司,27,321317229,上市,通信網路業,股票,,通信網路業,通信網路業,待進一步分類
2424,2424.TW,隴華,隴華電子股份有限公司,27,59585000,上市,通信網路業,股票,,通信網路業,通信網路業,待進一步分類
2439,2439.TW,美律,美律實業股份有限公司,27,248641314,上市,通信網路業,股票,,通信網路業,通信網路業,待進一步分類
2444,2444.TW,兆勁,兆勁科技股份有限公司,27,101569573,上市,通信網路業,股票,,通信網路業,通信網路業,待進一步分類
2450,2450.TW,神腦,神腦國際企業股份有限公司,27,258252657,上市,通信網路業,股票,,通信網路業,通信網路業,待進一步分類
2455,2455.TW,全新,全新光電科技股份有限公司,27,184905918,上市,通信網路業,股票,,通信網路業,通信網路業,待進一步分類
2485,2485.TW,兆赫,兆赫電子股份有限公司,27,317689037,上市,通信網路業,股票,,通信網路業,通信網路業,待進一步分類
2498,2498.TW,宏達電,宏達國際電子股份有限公司,27,836097086,上市,通信網路業,股票,,通信網路業,通信網路業,待進一步分類
3025,3025.TW,星通,星通資訊股份有限公司,27,56736440,上市,通信網路業,股票,,通信網路業,通信網路業,待進一步分類
3027,3027.TW,盛達,盛達電業股份有限公司,27,129160299,上市,通信網路業,股票,,通信網路業,通信網路業,待進一步分類
3045,3045.TW,台灣大,台灣大哥大股份有限公司,27,3723261811,上市,通信網路業,股票,,通信網路業,通信網路業,待進一步分類
3047,3047.TW,訊舟,訊舟科技股份有限公司,27,224761608,上市,通信網路業,股票,,通信網路業,通信網路業,待進一步分類
3062,3062.TW,建漢,建漢科技股份有限公司,27,330091818,上市,通信網路業,股票,,通信網路業,通信網路業,待進一步分類
3138,3138.TW,耀登,耀登科技股份有限公司,27,51732426,上市,通信網路業,股票,,通信網路業,通信網路業,待進一步分類
3311,3311.TW,閎暉,閎暉實業股份有限公司,27,100000000,上市,通信網路業,股票,,通信網路業,通信網路業,待進一步分類
3380,3380.TW,明泰,明泰科技股份有限公司,27,541718460,上市,通信網路業,股票,,通信網路業,通信網路業,待進一步分類
3419,3419.TW,譁裕,譁裕實業股份有限公司,27,120480417,上市,通信網路業,股票,,通信網路業,通信網路業,待進一步分類
3447,3447.TW,展達,展達通訊股份有限公司,27,77449120,上市,通信網路業,股票,,通信網路業,通信網路業,待進一步分類
3596,3596.TW,智易,智易科技股份有限公司,27,220354321,上市,通信網路業,股票,,網通與高速傳輸,AI 網路基礎建設,交換器／高速傳輸
3669,3669.TW,圓展,圓展科技股份有限公司,27,92919950,上市,通信網路業,股票,,通信網路業,通信網路業,待進一步分類
3694,3694.TW,海華,海華科技股份有限公司,27,154890708,上市,通信網路業,股票,,通信網路業,通信網路業,待進一步分類
3704,3704.TW,合勤控,合勤投資控股股份有限公司,27,415444970,上市,通信網路業,股票,,通信網路業,通信網路業,待進一步分類
4904,4904.TW,遠傳,遠傳電信股份有限公司,27,3607705357,上市,通信網路業,股票,,網通與高速傳輸,AI 網路基礎建設,交換器／高速傳輸
4906,4906.TW,正文,正文科技股份有限公司,27,436353471,上市,通信網路業,股票,,通信網路業,通信網路業,待進一步分類
4977,4977.TW,眾達-KY,眾達科技股份有限公司,27,82689841,上市,通信網路業,股票,,光學與光通訊,矽光子／高速光通訊,光學元件／模組
5388,5388.TW,中磊,中磊電子股份有限公司,27,304342542,上市,通信網路業,股票,,網通與高速傳輸,AI 網路基礎建設,交換器／高速傳輸
6136,6136.TW,富爾特,富爾特科技股份有限公司,27,115536412,上市,通信網路業,股票,,通信網路業,通信網路業,待進一步分類
6142,6142.TW,友勁,友勁科技股份有限公司,27,330779215,上市,通信網路業,股票,,通信網路業,通信網路業,待進一步分類
6152,6152.TW,百一,百一電子股份有限公司,27,167738463,上市,通信網路業,股票,,通信網路業,通信網路業,待進一步分類
6216,6216.TW,居易,居易科技股份有限公司,27,97296137,上市,通信網路業,股票,,通信網路業,通信網路業,待進一步分類
6285,6285.TW,啟碁,啟碁科技股份有限公司,27,483441359,上市,通信網路業,股票,,網通與高速傳輸,AI 網路基礎建設,交換器／高速傳輸
6416,6416.TW,瑞祺電通,瑞祺電通股份有限公司,27,73348460,上市,通信網路業,股票,,通信網路業,通信網路業,待進一步分類
6426,6426.TW,統新,統新光訊股份有限公司,27,38509000,上市,通信網路業,股票,,通信網路業,通信網路業,待進一步分類
6442,6442.TW,光聖,光紅建聖股份有限公司,27,80450155,上市,通信網路業,股票,,通信網路業,通信網路業,待進一步分類
6674,6674.TW,鋐寶科技,鋐寶科技股份有限公司,27,68550659,上市,通信網路業,股票,,通信網路業,通信網路業,待進一步分類
6792,6792.TW,詠業,詠業科技股份有限公司,27,47875325,上市,通信網路業,股票,,通信網路業,通信網路業,待進一步分類
6863,6863.TW,永道-KY,Arizon RFID Technology,27,74888000,上市,通信網路業,股票,,通信網路業,通信網路業,待進一步分類
7689,7689.TW,大鵬科CLMX,大鵬科技股份有限公司,27,58507250,上市,通信網路業,股票,,通信網路業,通信網路業,待進一步分類
8011,8011.TW,台通,台通光電股份有限公司,27,165921891,上市,通信網路業,股票,,通信網路業,通信網路業,待進一步分類
8045,8045.TW,達運光電,達運光電股份有限公司,27,95041815,上市,通信網路業,股票,,通信網路業,通信網路業,待進一步分類
8101,8101.TW,華冠,華冠通訊股份有限公司,27,52166216,上市,通信網路業,股票,,通信網路業,通信網路業,待進一步分類
1903,1903.TW,士紙,士林紙業股份有限公司,09,260039121,上市,造紙工業,股票,,造紙工業,造紙工業,待進一步分類
1904,1904.TW,正隆,正隆股份有限公司,09,1108274522,上市,造紙工業,股票,,造紙工業,造紙工業,待進一步分類
1905,1905.TW,華紙,中華紙漿股份有限公司,09,1102835316,上市,造紙工業,股票,,造紙工業,造紙工業,待進一步分類
1906,1906.TW,寶隆,寶隆國際股份有限公司,09,151000000,上市,造紙工業,股票,,造紙工業,造紙工業,待進一步分類
1907,1907.TW,永豐餘,永豐餘投資控股股份有限公司,09,1660371495,上市,造紙工業,股票,,造紙工業,造紙工業,待進一步分類
1909,1909.TW,榮成,榮成紙業股份有限公司,09,1327685727,上市,造紙工業,股票,,造紙工業,造紙工業,待進一步分類
6790,6790.TW,永豐實,永豐餘消費品實業股份有限公司,09,267129021,上市,造紙工業,股票,,造紙工業,造紙工業,待進一步分類
1432,1432.TW,大魯閣,大魯閣實業股份有限公司,37,108000000,上市,運動休閒,股票,,運動休閒,運動休閒,待進一步分類
1598,1598.TW,岱宇,岱宇國際股份有限公司,37,179142092,上市,運動休閒,股票,,運動休閒,運動休閒,待進一步分類
1736,1736.TW,喬山,喬山健康科技股份有限公司,37,303394617,上市,運動休閒,股票,,運動休閒,運動休閒,待進一步分類
2762,2762.TW,世界健身-KY,世界健身股份有限公司,37,112500000,上市,運動休閒,股票,,運動休閒,運動休閒,待進一步分類
4536,4536.TW,拓凱,拓凱實業股份有限公司,37,90820000,上市,運動休閒,股票,,運動休閒,運動休閒,待進一步分類
5306,5306.TW,桂盟,桂盟國際股份有限公司,37,126000772,上市,運動休閒,股票,,運動休閒,運動休閒,待進一步分類
6670,6670.TW,復盛應用,復盛應用科技股份有限公司,37,139386973,上市,運動休閒,股票,,運動休閒,運動休閒,待進一步分類
6768,6768.TW,志強-KY,志強國際企業股份有限公司,37,200095061,上市,運動休閒,股票,,運動休閒,運動休閒,待進一步分類
6890,6890.TW,來億-KY,來億興業股份有限公司,37,250295804,上市,運動休閒,股票,,運動休閒,運動休閒,待進一步分類
6965,6965.TW,中傑-KY,中傑投資控股股份有限公司,37,156336000,上市,運動休閒,股票,,運動休閒,運動休閒,待進一步分類
8462,8462.TW,柏文,柏文健康事業股份有限公司,37,80386616,上市,運動休閒,股票,,運動休閒,運動休閒,待進一步分類
8467,8467.TW,波力-KY,波力環球企業股份有限公司,37,48373575,上市,運動休閒,股票,,運動休閒,運動休閒,待進一步分類
8478,8478.TW,東哥遊艇,東哥企業股份有限公司,37,93972276,上市,運動休閒,股票,,運動休閒,運動休閒,待進一步分類
9802,9802.TW,鈺齊-KY,鈺齊國際股份有限公司,37,200991673,上市,運動休閒,股票,,運動休閒,運動休閒,待進一步分類
9904,9904.TW,寶成,寶成工業股份有限公司,37,2946787213,上市,運動休閒,股票,,運動休閒,運動休閒,待進一步分類
9910,9910.TW,豐泰,豐泰企業股份有限公司,37,987482831,上市,運動休閒,股票,,消費與零售,內需消費,品牌／通路
9914,9914.TW,美利達,美利達工業股份有限公司,37,298983800,上市,運動休閒,股票,,運動休閒,運動休閒,待進一步分類
9921,9921.TW,巨大,巨大機械工業股份有限公司,37,392065395,上市,運動休閒,股票,,運動休閒,運動休閒,待進一步分類
2801,2801.TW,彰銀,彰化商業銀行股份有限公司,17,12060197409,上市,金融保險,股票,,金融保險,金融保險,待進一步分類
2812,2812.TW,台中銀,台中商業銀行股份有限公司,17,6425074858,上市,金融保險,股票,,金融保險,金融保險,待進一步分類
2816,2816.TW,旺旺保,旺旺友聯產物保險股份有限公司,17,223608000,上市,金融保險,股票,,金融保險,金融保險,待進一步分類
2820,2820.TW,華票,中華票券金融股份有限公司,17,1342960000,上市,金融保險,股票,,金融保險,金融保險,待進一步分類
2832,2832.TW,台產,台灣產物保險股份有限公司,17,253540280,上市,金融保險,股票,,金融保險,金融保險,待進一步分類
2834,2834.TW,臺企銀,臺灣中小企業銀行股份有限公司,17,9718061849,上市,金融保險,股票,,金融保險,金融保險,待進一步分類
2836,2836.TW,高雄銀,高雄銀行股份有限公司,17,1858316153,上市,金融保險,股票,,金融保險,金融保險,待進一步分類
2838,2838.TW,聯邦銀,聯邦商業銀行股份有限公司,17,4340551779,上市,金融保險,股票,,金融保險,金融保險,待進一步分類
2845,2845.TW,遠東銀,遠東國際商業銀行股份有限公司,17,4865284731,上市,金融保險,股票,,金融保險,金融保險,待進一步分類
2849,2849.TW,安泰銀,安泰商業銀行股份有限公司,17,1957609349,上市,金融保險,股票,,金融保險,金融保險,待進一步分類
2850,2850.TW,新產,新光產物保險股份有限公司,17,315963300,上市,金融保險,股票,,金融保險,金融保險,待進一步分類
2851,2851.TW,中再保,中央再保險股份有限公司,17,800388750,上市,金融保險,股票,,金融保險,金融保險,待進一步分類
2852,2852.TW,第一保,第一產物保險股份有限公司,17,301163784,上市,金融保險,股票,,金融保險,金融保險,待進一步分類
2855,2855.TW,統一證,統一綜合證券股份有限公司,17,1601414478,上市,金融保險,股票,,金融保險,金融保險,待進一步分類
2867,2867.TW,三商壽,三商美邦人壽保險股份有限公司,17,5899501044,上市,金融保險,股票,,金融保險,金融保險,待進一步分類
2880,2880.TW,華南金,華南金融控股股份有限公司,17,13916965089,上市,金融保險,股票,,金融控股,金融股,銀行／保險／證券
2881,2881.TW,富邦金,富邦金融控股股份有限公司,17,14007364952,上市,金融保險,股票,,金融控股,金融股,銀行／保險／證券
2882,2882.TW,國泰金,國泰金融控股股份有限公司,17,14669210128,上市,金融保險,股票,,金融控股,金融股,銀行／保險／證券
2883,2883.TW,凱基金,凱基金融控股股份有限公司,17,16974847040,上市,金融保險,股票,,金融保險,金融保險,待進一步分類
2884,2884.TW,玉山金,玉山金融控股股份有限公司,17,16192000000,上市,金融保險,股票,,金融控股,金融股,銀行／保險／證券
2885,2885.TW,元大金,元大金融控股股份有限公司,17,13331149946,上市,金融保險,股票,,金融控股,金融股,銀行／保險／證券
2886,2886.TW,兆豐金,兆豐金融控股股份有限公司,17,14833378282,上市,金融保險,股票,,金融控股,金融股,銀行／保險／證券
2887,2887.TW,台新新光金,台新新光金融控股股份有限公司,17,25115061997,上市,金融保險,股票,,金融保險,金融保險,待進一步分類
2889,2889.TW,國票金,國票金融控股股份有限公司,17,3633563471,上市,金融保險,股票,,金融保險,金融保險,待進一步分類
2890,2890.TW,永豐金,永豐金融控股股份有限公司,17,14782168721,上市,金融保險,股票,,金融保險,金融保險,待進一步分類
2891,2891.TW,中信金,中國信託金融控股股份有限公司,17,19675932806,上市,金融保險,股票,,金融控股,金融股,銀行／保險／證券
2892,2892.TW,第一金,第一金融控股股份有限公司,17,14379468650,上市,金融保險,股票,,金融控股,金融股,銀行／保險／證券
2897,2897.TW,王道銀行,王道商業銀行股份有限公司,17,2805357878,上市,金融保險,股票,,金融保險,金融保險,待進一步分類
5876,5876.TW,上海商銀,上海商業儲蓄銀行股份有限公司,17,4861603140,上市,金融保險,股票,,金融控股,金融股,銀行／保險／證券
5880,5880.TW,合庫金,合作金庫金融控股股份有限公司,17,15680936914,上市,金融保險,股票,,金融控股,金融股,銀行／保險／證券
6005,6005.TW,群益證,群益金鼎證券股份有限公司,17,2170908097,上市,金融保險,股票,,金融保險,金融保險,待進一步分類
6024,6024.TW,群益期,群益期貨股份有限公司,17,266683403,上市,金融保險,股票,,金融保險,金融保險,待進一步分類
2002,2002.TW,中鋼,中國鋼鐵股份有限公司,10,15734860997,上市,鋼鐵工業,股票,,鋼鐵塑化原物料,原物料循環,上游原料供應
2006,2006.TW,東和鋼鐵,東和鋼鐵企業股份有限公司,10,730213818,上市,鋼鐵工業,股票,,鋼鐵工業,鋼鐵工業,待進一步分類
2007,2007.TW,燁興,燁興企業股份有限公司,10,530651613,上市,鋼鐵工業,股票,,鋼鐵工業,鋼鐵工業,待進一步分類
2008,2008.TW,高興昌,高興昌鋼鐵股份有限公司,10,190852293,上市,鋼鐵工業,股票,,鋼鐵工業,鋼鐵工業,待進一步分類
2009,2009.TW,第一銅,第一伸銅科技股份有限公司,10,359622165,上市,鋼鐵工業,股票,,鋼鐵工業,鋼鐵工業,待進一步分類
2010,2010.TW,春源,春源鋼鐵工業股份有限公司,10,647655390,上市,鋼鐵工業,股票,,鋼鐵工業,鋼鐵工業,待進一步分類
2012,2012.TW,春雨,春雨工廠股份有限公司,10,302162700,上市,鋼鐵工業,股票,,鋼鐵工業,鋼鐵工業,待進一步分類
2013,2013.TW,中鋼構,中國鋼鐵結構股份有限公司,10,200000000,上市,鋼鐵工業,股票,,鋼鐵工業,鋼鐵工業,待進一步分類
2014,2014.TW,中鴻,中鴻鋼鐵股份有限公司,10,1435544446,上市,鋼鐵工業,股票,,鋼鐵塑化原物料,原物料循環,上游原料供應
2015,2015.TW,豐興,豐興鋼鐵股份有限公司,10,581599424,上市,鋼鐵工業,股票,,鋼鐵工業,鋼鐵工業,待進一步分類
2017,2017.TW,官田鋼,官田鋼鐵股份有限公司,10,446874691,上市,鋼鐵工業,股票,,鋼鐵工業,鋼鐵工業,待進一步分類
2020,2020.TW,美亞,美亞鋼管廠股份有限公司,10,267031320,上市,鋼鐵工業,股票,,鋼鐵工業,鋼鐵工業,待進一步分類
2022,2022.TW,聚亨,聚亨企業股份有限公司,10,337168138,上市,鋼鐵工業,股票,,鋼鐵工業,鋼鐵工業,待進一步分類
2023,2023.TW,燁輝,燁輝企業股份有限公司,10,1821240214,上市,鋼鐵工業,股票,,鋼鐵工業,鋼鐵工業,待進一步分類
2024,2024.TW,志聯,志聯工業股份有限公司,10,97500000,上市,鋼鐵工業,股票,,鋼鐵工業,鋼鐵工業,待進一步分類
2025,2025.TW,千興,千興不銹鋼(股)公司,10,172660536,上市,鋼鐵工業,股票,,鋼鐵工業,鋼鐵工業,待進一步分類
2027,2027.TW,大成鋼,大成不銹鋼工業股份有限公司,10,2584260615,上市,鋼鐵工業,股票,,鋼鐵塑化原物料,原物料循環,上游原料供應
2028,2028.TW,威致,威致鋼鐵工業股份有限公司,10,325714800,上市,鋼鐵工業,股票,,鋼鐵工業,鋼鐵工業,待進一步分類
2029,2029.TW,盛餘,盛餘股份有限公司,10,321180000,上市,鋼鐵工業,股票,,鋼鐵工業,鋼鐵工業,待進一步分類
2030,2030.TW,彰源,彰源企業股份有限公司,10,280526027,上市,鋼鐵工業,股票,,鋼鐵工業,鋼鐵工業,待進一步分類
2031,2031.TW,新光鋼,新光鋼鐵股份有限公司,10,321146341,上市,鋼鐵工業,股票,,鋼鐵塑化原物料,原物料循環,上游原料供應
2032,2032.TW,新鋼,新鋼工業股份有限公司,10,130521545,上市,鋼鐵工業,股票,,鋼鐵工業,鋼鐵工業,待進一步分類
2033,2033.TW,佳大,佳大世界股份有限公司,10,80694536,上市,鋼鐵工業,股票,,鋼鐵工業,鋼鐵工業,待進一步分類
2034,2034.TW,允強,允強實業股份有限公司,10,528995589,上市,鋼鐵工業,股票,,鋼鐵工業,鋼鐵工業,待進一步分類
2038,2038.TW,海光,海光企業股份有限公司,10,194134303,上市,鋼鐵工業,股票,,鋼鐵工業,鋼鐵工業,待進一步分類
2069,2069.TW,運錩,運錩鋼鐵股份有限公司,10,166386836,上市,鋼鐵工業,股票,,鋼鐵工業,鋼鐵工業,待進一步分類
2211,2211.TW,長榮鋼,長榮鋼鐵股份有限公司,10,417091463,上市,鋼鐵工業,股票,,鋼鐵工業,鋼鐵工業,待進一步分類
3004,3004.TW,豐達科,豐達科技股份有限公司,10,64365055,上市,鋼鐵工業,股票,,鋼鐵工業,鋼鐵工業,待進一步分類
5007,5007.TW,三星,三星科技股份有限公司,10,294940154,上市,鋼鐵工業,股票,,鋼鐵工業,鋼鐵工業,待進一步分類
5538,5538.TW,東明-KY,開曼東明控股股份有限公司,10,201203333,上市,鋼鐵工業,股票,,鋼鐵工業,鋼鐵工業,待進一步分類
9958,9958.TW,世紀鋼,世紀鋼鐵結構股份有限公司,10,246896665,上市,鋼鐵工業,股票,,鋼鐵工業,鋼鐵工業,待進一步分類
1603,1603.TW,華電,中華電線電纜股份有限公司,06,191688000,上市,電器電纜,股票,,電器電纜,電器電纜,待進一步分類
1604,1604.TW,聲寶,聲寶股份有限公司,06,384200000,上市,電器電纜,股票,,電器電纜,電器電纜,待進一步分類
1605,1605.TW,華新,華新麗華股份有限公司,06,4431332948,上市,電器電纜,股票,,電器電纜,電器電纜,待進一步分類
1608,1608.TW,華榮,華榮電線電纜股份有限公司,06,632773506,上市,電器電纜,股票,,電器電纜,電器電纜,待進一步分類
1609,1609.TW,大亞,大亞電線電纜股份有限公司,06,785261944,上市,電器電纜,股票,,重電與綠能,電網升級／能源轉型,重電／能源設備
1611,1611.TW,中電,中國電器股份有限公司,06,322735742,上市,電器電纜,股票,,電器電纜,電器電纜,待進一步分類
1612,1612.TW,宏泰,宏泰電工股份有限公司,06,316080063,上市,電器電纜,股票,,電器電纜,電器電纜,待進一步分類
1614,1614.TW,三洋電,台灣三洋電機股份有限公司,06,269113406,上市,電器電纜,股票,,電器電纜,電器電纜,待進一步分類
1615,1615.TW,大山,大山電線電纜股份有限公司,06,198630339,上市,電器電纜,股票,,電器電纜,電器電纜,待進一步分類
1616,1616.TW,億泰,億泰電線電纜股份有限公司,06,194148515,上市,電器電纜,股票,,電器電纜,電器電纜,待進一步分類
1617,1617.TW,榮星,榮星電線工業股份有限公司,06,169514700,上市,電器電纜,股票,,電器電纜,電器電纜,待進一步分類
1618,1618.TW,合機,合機電線電纜股份有限公司,06,192691747,上市,電器電纜,股票,,電器電纜,電器電纜,待進一步分類
1623,1623.TW,大東電,大東電業廠股份有限公司,06,66000000,上市,電器電纜,股票,,電器電纜,電器電纜,待進一步分類
1626,1626.TW,艾美特-KY,艾美特(開曼)國際有限公司,06,149821721,上市,電器電纜,股票,,電器電纜,電器電纜,待進一步分類
4930,4930.TW,燦星網,燦星網通股份有限公司,06,80000000,上市,電器電纜,股票,,電器電纜,電器電纜,待進一步分類
5283,5283.TW,禾聯碩,禾聯碩股份有限公司,06,87600510,上市,電器電纜,股票,,電器電纜,電器電纜,待進一步分類
2347,2347.TW,聯強,聯強國際股份有限公司,29,1667946968,上市,電子通路業,股票,,電子通路業,電子通路業,待進一步分類
2414,2414.TW,精技,精技電腦股份有限公司,29,161735846,上市,電子通路業,股票,,電子通路業,電子通路業,待進一步分類
2430,2430.TW,燦坤,燦坤實業股份有限公司,29,116800000,上市,電子通路業,股票,,電子通路業,電子通路業,待進一步分類
3010,3010.TW,華立,華立企業股份有限公司,29,259436817,上市,電子通路業,股票,,電子通路業,電子通路業,待進一步分類
3028,3028.TW,增你強,增你強股份有限公司,29,237241193,上市,電子通路業,股票,,電子通路業,電子通路業,待進一步分類
3033,3033.TW,威健,威健實業股份有限公司,29,516559448,上市,電子通路業,股票,,電子通路業,電子通路業,待進一步分類
3036,3036.TW,文曄,文曄科技股份有限公司,29,1269148301,上市,電子通路業,股票,,電子通路業,電子通路業,待進一步分類
3048,3048.TW,益登,益登科技股份有限公司,29,269829794,上市,電子通路業,股票,,電子通路業,電子通路業,待進一步分類
3055,3055.TW,蔚華科,蔚華科技股份有限公司,29,114974918,上市,電子通路業,股票,,電子通路業,電子通路業,待進一步分類
3209,3209.TW,全科,全科科技股份有限公司,29,235391189,上市,電子通路業,股票,,電子通路業,電子通路業,待進一步分類
3312,3312.TW,弘憶股,弘憶國際股份有限公司,29,182626815,上市,電子通路業,股票,,電子通路業,電子通路業,待進一步分類
