Code,Yahoo ticker,Name,Market,Asset type,Industry,Price observations,In price database,Backtest ready
5392,5392.TWO,能率,上櫃,股票,光電業,3579,True,True
6167,6167.TWO,久正,上櫃,股票,光電業,3579,True,True
6222,6222.TWO,立軒,上櫃,股票,光電業,3579,True,True
6234,6234.TWO,高僑,上櫃,股票,光電業,3579,True,True
6244,6244.TWO,茂迪,上櫃,股票,光電業,3575,True,True
6246,6246.TWO,臺龍,上櫃,股票,光電業,3579,True,True
6419,6419.TWO,京晨科,上櫃,股票,光電業,3257,True,True
6498,6498.TWO,久禾光,上櫃,股票,光電業,2819,True,True
6517,6517.TWO,保勝光學,上櫃,股票,光電業,2810,True,True
6556,6556.TWO,勝品,上櫃,股票,光電業,2591,True,True
6560,6560.TWO,欣普羅,上櫃,股票,光電業,2584,True,True
6859,6859.TWO,伯特光,上櫃,股票,光電業,1144,True,True
6899,6899.TWO,創為精密,上櫃,股票,光電業,1009,True,True
7402,7402.TWO,邑錡,上櫃,股票,光電業,2843,True,True
7753,7753.TWO,星亞,上櫃,股票,光電業,484,True,True
8049,8049.TWO,晶采,上櫃,股票,光電業,3579,True,True
8064,8064.TWO,東捷,上櫃,股票,光電業,3579,True,True
8069,8069.TWO,元太,上櫃,股票,光電業,3579,True,True
8111,8111.TWO,立碁,上櫃,股票,光電業,3579,True,True
8240,8240.TWO,華宏,上櫃,股票,光電業,3579,True,True
1584,1584.TWO,精剛,上櫃,股票,其他,3579,True,True
2221,2221.TWO,大甲,上櫃,股票,其他,3579,True,True
2724,2724.TWO,藝舍-KY,上櫃,股票,其他,3484,True,True
3284,3284.TWO,太普高,上櫃,股票,其他,3579,True,True
4154,4154.TWO,樂威科-KY,上櫃,股票,其他,3579,True,True
4430,4430.TWO,耀億,上櫃,股票,其他,3579,True,True
4529,4529.TWO,淳紳,上櫃,股票,其他,3579,True,True
4541,4541.TWO,晟田,上櫃,股票,其他,3214,True,True
4556,4556.TWO,旭然,上櫃,股票,其他,2893,True,True
5209,5209.TWO,新鼎,上櫃,股票,其他,3579,True,True
5276,5276.TWO,達輝-KY,上櫃,股票,其他,2979,True,True
5314,5314.TWO,世紀*,上櫃,股票,其他,3579,True,True
5345,5345.TWO,馥鴻,上櫃,股票,其他,3579,True,True
5398,5398.TWO,慕康生醫,上櫃,股票,其他,3579,True,True
5450,5450.TWO,南良,上櫃,股票,其他,3579,True,True
5481,5481.TWO,新華,上櫃,股票,其他,3579,True,True
5530,5530.TWO,龍巖,上櫃,股票,其他,3579,True,True
5604,5604.TWO,中連,上櫃,股票,其他,3579,True,True
6179,6179.TWO,亞通,上櫃,股票,其他,3579,True,True
6199,6199.TWO,天品,上櫃,股票,其他,3579,True,True
6721,6721.TWO,信實,上櫃,股票,其他,1805,True,True
6881,6881.TWO,潤德,上櫃,股票,其他,986,True,True
6904,6904.TWO,伯鑫,上櫃,股票,其他,971,True,True
7777,7777.TWO,能率亞洲,上櫃,股票,其他,452,True,True
8342,8342.TWO,益張,上櫃,股票,其他,2485,True,True
8354,8354.TWO,冠好,上櫃,股票,其他,3579,True,True
8401,8401.TWO,白紗科,上櫃,股票,其他,3579,True,True
8421,8421.TWO,旭源,上櫃,股票,其他,3465,True,True
8426,8426.TWO,紅木-KY,上櫃,股票,其他,3579,True,True
8435,8435.TWO,鉅邁,上櫃,股票,其他,3452,True,True
8437,8437.TWO,大地-KY,上櫃,股票,其他,2754,True,True
8444,8444.TWO,綠河-KY,上櫃,股票,其他,3210,True,True
8489,8489.TWO,三貝德,上櫃,股票,其他,2584,True,True
8905,8905.TWO,裕國,上櫃,股票,其他,3579,True,True
8906,8906.TWO,花王,上櫃,股票,其他,3579,True,True
8916,8916.TWO,光隆,上櫃,股票,其他,3579,True,True
8921,8921.TWO,沈氏,上櫃,股票,其他,3579,True,True
8929,8929.TWO,富堡,上櫃,股票,其他,3579,True,True
8935,8935.TWO,邦泰,上櫃,股票,其他,3579,True,True
8936,8936.TWO,國統,上櫃,股票,其他,3579,True,True
8937,8937.TWO,合騏*,上櫃,股票,其他,3579,True,True
8942,8942.TWO,森鉅,上櫃,股票,其他,3579,True,True
1785,1785.TWO,光洋科,上櫃,股票,其他電子業,3579,True,True
3093,3093.TWO,港建*,上櫃,股票,其他電子業,3579,True,True
3219,3219.TWO,倚強科,上櫃,股票,其他電子業,3579,True,True
3285,3285.TWO,微端,上櫃,股票,其他電子業,3579,True,True
3289,3289.TWO,宜特,上櫃,股票,其他電子業,3579,True,True
3303,3303.TWO,岱稜,上櫃,股票,其他電子業,3579,True,True
3324,3324.TWO,雙鴻,上櫃,股票,其他電子業,3575,True,True
3373,3373.TWO,熱映,上櫃,股票,其他電子業,3579,True,True
3402,3402.TWO,漢科,上櫃,股票,其他電子業,3579,True,True
3465,3465.TWO,進泰電子,上櫃,股票,其他電子業,3579,True,True
3498,3498.TWO,陽程,上櫃,股票,其他電子業,3579,True,True
3508,3508.TWO,位速,上櫃,股票,其他電子業,3579,True,True
3541,3541.TWO,西柏,上櫃,股票,其他電子業,3579,True,True
3552,3552.TWO,同致,上櫃,股票,其他電子業,3579,True,True
3580,3580.TWO,友威科,上櫃,股票,其他電子業,3579,True,True
3587,3587.TWO,閎康,上櫃,股票,其他電子業,3579,True,True
3628,3628.TWO,盈正,上櫃,股票,其他電子業,3579,True,True
3663,3663.TWO,鑫科,上櫃,股票,其他電子業,3468,True,True
4554,4554.TWO,橙的,上櫃,股票,其他電子業,2921,True,True
4577,4577.TWO,達航科技,上櫃,股票,其他電子業,1418,True,True
4760,4760.TWO,勤凱科技,上櫃,股票,其他電子業,2643,True,True
5452,5452.TWO,佶優,上櫃,股票,其他電子業,3579,True,True
5489,5489.TWO,彩富,上櫃,股票,其他電子業,3579,True,True
5493,5493.TWO,三聯,上櫃,股票,其他電子業,3579,True,True
5536,5536.TWO,聖暉*,上櫃,股票,其他電子業,3579,True,True
6146,6146.TWO,耕興,上櫃,股票,其他電子業,3579,True,True
6151,6151.TWO,晉倫,上櫃,股票,其他電子業,3579,True,True
6512,6512.TWO,啟發電,上櫃,股票,其他電子業,2816,True,True
6613,6613.TWO,朋億*,上櫃,股票,其他電子業,2350,True,True
6654,6654.TWO,天正國際,上櫃,股票,其他電子業,2145,True,True
6667,6667.TWO,信紘科,上櫃,股票,其他電子業,2127,True,True
6725,6725.TWO,矽科宏晟,上櫃,股票,其他電子業,873,True,True
6735,6735.TWO,美達科技,上櫃,股票,其他電子業,1662,True,True
6739,6739.TWO,竹陞科技,上櫃,股票,其他電子業,1294,True,True
6840,6840.TWO,東研信超,上櫃,股票,其他電子業,1122,True,True
6855,6855.TWO,數泓科,上櫃,股票,其他電子業,1102,True,True
6877,6877.TWO,鏵友益,上櫃,股票,其他電子業,1091,True,True
6903,6903.TWO,巨漢,上櫃,股票,其他電子業,986,True,True
6983,6983.TWO,華洋精機,上櫃,股票,其他電子業,678,True,True
7703,7703.TWO,銳澤,上櫃,股票,其他電子業,646,True,True
7728,7728.TWO,光焱科技,上櫃,股票,其他電子業,596,True,True
7792,7792.TWO,安葆,上櫃,股票,其他電子業,379,True,True
8047,8047.TWO,星雲,上櫃,股票,其他電子業,3579,True,True
8085,8085.TWO,福華,上櫃,股票,其他電子業,3579,True,True
8092,8092.TWO,建暐,上櫃,股票,其他電子業,3579,True,True
8183,8183.TWO,精星,上櫃,股票,其他電子業,3579,True,True
8431,8431.TWO,匯鑽科,上櫃,股票,其他電子業,3426,True,True
8455,8455.TWO,大拓-KY,上櫃,股票,其他電子業,2584,True,True
1742,1742.TWO,台蠟,上櫃,股票,化學工業,3579,True,True
3430,3430.TWO,奇鈦科,上櫃,股票,化學工業,3465,True,True
4706,4706.TWO,大恭,上櫃,股票,化學工業,3579,True,True
4707,4707.TWO,磐亞,上櫃,股票,化學工業,3579,True,True
4711,4711.TWO,永純,上櫃,股票,化學工業,3579,True,True
4714,4714.TWO,永捷,上櫃,股票,化學工業,3579,True,True
4716,4716.TWO,大立,上櫃,股票,化學工業,3579,True,True
4721,4721.TWO,美琪瑪,上櫃,股票,化學工業,3579,True,True
4741,4741.TWO,泓瀚,上櫃,股票,化學工業,3459,True,True
4754,4754.TWO,國碳科,上櫃,股票,化學工業,3351,True,True
4767,4767.TWO,誠泰科技,上櫃,股票,化學工業,2161,True,True
4768,4768.TWO,晶呈科技,上櫃,股票,化學工業,1638,True,True
4772,4772.TWO,台特化,上櫃,股票,化學工業,948,True,True
6509,6509.TWO,聚和,上櫃,股票,化學工業,3579,True,True
1595,1595.TWO,川寶,上櫃,股票,半導體業,3579,True,True
3105,3105.TWO,穩懋,上櫃,股票,半導體業,3579,True,True
3122,3122.TWO,笙泉,上櫃,股票,半導體業,3468,True,True
3131,3131.TWO,弘塑,上櫃,股票,半導體業,3575,True,True
3141,3141.TWO,晶宏,上櫃,股票,半導體業,3579,True,True
3169,3169.TWO,亞信,上櫃,股票,半導體業,3579,True,True
3178,3178.TWO,公準,上櫃,股票,半導體業,3579,True,True
3227,3227.TWO,原相,上櫃,股票,半導體業,3579,True,True
3228,3228.TWO,金麗科,上櫃,股票,半導體業,3579,True,True
3259,3259.TWO,鑫創,上櫃,股票,半導體業,3579,True,True
3260,3260.TWO,威剛,上櫃,股票,半導體業,3575,True,True
3264,3264.TWO,欣銓,上櫃,股票,半導體業,3575,True,True
3265,3265.TWO,台星科,上櫃,股票,半導體業,3579,True,True
3268,3268.TWO,海德威,上櫃,股票,半導體業,3579,True,True
3317,3317.TWO,尼克森,上櫃,股票,半導體業,3579,True,True
3372,3372.TWO,典範,上櫃,股票,半導體業,3579,True,True
3374,3374.TWO,精材,上櫃,股票,半導體業,3579,True,True
3438,3438.TWO,類比科,上櫃,股票,半導體業,3579,True,True
3467,3467.TWO,台灣精材,上櫃,股票,半導體業,646,True,True
3527,3527.TWO,聚積,上櫃,股票,半導體業,3579,True,True
3529,3529.TWO,力旺,上櫃,股票,半導體業,3579,True,True
3555,3555.TWO,博士旺,上櫃,股票,半導體業,3579,True,True
3556,3556.TWO,禾瑞亞,上櫃,股票,半導體業,3579,True,True
3567,3567.TWO,逸昌,上櫃,股票,半導體業,3579,True,True
3581,3581.TWO,博磊,上櫃,股票,半導體業,3579,True,True
3675,3675.TWO,德微,上櫃,股票,半導體業,3468,True,True
3680,3680.TWO,家登,上櫃,股票,半導體業,3579,True,True
3707,3707.TWO,漢磊,上櫃,股票,半導體業,3579,True,True
4749,4749.TWO,新應材,上櫃,股票,半導體業,1102,True,True
4923,4923.TWO,力士,上櫃,股票,半導體業,3465,True,True
4951,4951.TWO,精拓科,上櫃,股票,半導體業,3468,True,True
4966,4966.TWO,譜瑞-KY,上櫃,股票,半導體業,3575,True,True
4971,4971.TWO,IET-KY,上櫃,股票,半導體業,3198,True,True
4973,4973.TWO,廣穎電通,上櫃,股票,半導體業,3469,True,True
4991,4991.TWO,環宇-KY,上櫃,股票,半導體業,3459,True,True
5272,5272.TWO,笙科,上櫃,股票,半導體業,3459,True,True
5274,5274.TWO,信驊,上櫃,股票,半導體業,3466,True,True
5299,5299.TWO,杰力,上櫃,股票,半導體業,3346,True,True
5302,5302.TWO,太欣,上櫃,股票,半導體業,3579,True,True
5344,5344.TWO,立衛,上櫃,股票,半導體業,3579,True,True
5347,5347.TWO,世界,上櫃,股票,半導體業,3575,True,True
5351,5351.TWO,鈺創,上櫃,股票,半導體業,3579,True,True
5425,5425.TWO,台半,上櫃,股票,半導體業,3579,True,True
5443,5443.TWO,均豪,上櫃,股票,半導體業,3575,True,True
5468,5468.TWO,凱鈺,上櫃,股票,半導體業,3579,True,True
5483,5483.TWO,中美晶,上櫃,股票,半導體業,3579,True,True
5487,5487.TWO,通泰,上櫃,股票,半導體業,3579,True,True
6103,6103.TWO,合邦,上櫃,股票,半導體業,3579,True,True
6104,6104.TWO,創惟,上櫃,股票,半導體業,3579,True,True
6129,6129.TWO,普誠,上櫃,股票,半導體業,3579,True,True
6138,6138.TWO,茂達,上櫃,股票,半導體業,3579,True,True
6147,6147.TWO,頎邦,上櫃,股票,半導體業,3575,True,True
6182,6182.TWO,合晶,上櫃,股票,半導體業,3579,True,True
6187,6187.TWO,萬潤,上櫃,股票,半導體業,3575,True,True
6208,6208.TWO,日揚,上櫃,股票,半導體業,3579,True,True
6223,6223.TWO,旺矽,上櫃,股票,半導體業,3575,True,True
6229,6229.TWO,研通,上櫃,股票,半導體業,3579,True,True
6233,6233.TWO,旺玖,上櫃,股票,半導體業,3579,True,True
6237,6237.TWO,驊訊,上櫃,股票,半導體業,3579,True,True
6261,6261.TWO,久元,上櫃,股票,半導體業,3579,True,True
6291,6291.TWO,沛亨,上櫃,股票,半導體業,3579,True,True
6411,6411.TWO,晶焱,上櫃,股票,半導體業,3335,True,True
6423,6423.TWO,億而得,上櫃,股票,半導體業,2889,True,True
6435,6435.TWO,大中,上櫃,股票,半導體業,3101,True,True
6462,6462.TWO,神盾,上櫃,股票,半導體業,2972,True,True
6485,6485.TWO,點序,上櫃,股票,半導體業,2893,True,True
6488,6488.TWO,環球晶,上櫃,股票,半導體業,2883,True,True
6494,6494.TWO,九齊,上櫃,股票,半導體業,2843,True,True
6510,6510.TWO,精測,上櫃,股票,半導體業,2828,True,True
6532,6532.TWO,瑞耘,上櫃,股票,半導體業,2747,True,True
6548,6548.TWO,長科*,上櫃,股票,半導體業,2700,True,True
6568,6568.TWO,宏觀,上櫃,股票,半導體業,2577,True,True
6640,6640.TWO,均華,上櫃,股票,半導體業,2197,True,True
6643,6643.TWO,M31,上櫃,股票,半導體業,2170,True,True
6651,6651.TWO,全宇昕,上櫃,股票,半導體業,2161,True,True
6679,6679.TWO,鈺太,上櫃,股票,半導體業,1991,True,True
6683,6683.TWO,雍智科技,上櫃,股票,半導體業,1991,True,True
6684,6684.TWO,安格,上櫃,股票,半導體業,1991,True,True
6693,6693.TWO,廣閎科,上櫃,股票,半導體業,1857,True,True
6708,6708.TWO,天擎,上櫃,股票,半導體業,1609,True,True
6716,6716.TWO,應廣,上櫃,股票,半導體業,1868,True,True
6720,6720.TWO,久昌,上櫃,股票,半導體業,1775,True,True
6732,6732.TWO,昇佳電子,上櫃,股票,半導體業,1740,True,True
6788,6788.TWO,華景電,上櫃,股票,半導體業,1424,True,True
6823,6823.TWO,濾能,上櫃,股票,半導體業,1268,True,True
6829,6829.TWO,千附精密,上櫃,股票,半導體業,1192,True,True
6895,6895.TWO,宏碩系統,上櫃,股票,半導體業,955,True,True
6907,6907.TWO,雅特力-KY,上櫃,股票,半導體業,138,True,False
6953,6953.TWO,家碩,上櫃,股票,半導體業,770,True,True
6996,6996.TWO,力領科技,上櫃,股票,半導體業,650,True,True
7556,7556.TWO,意德士科技,上櫃,股票,半導體業,1648,True,True
7704,7704.TWO,明遠精密,上櫃,股票,半導體業,660,True,True
7712,7712.TWO,博盛半導體,上櫃,股票,半導體業,642,True,True
7734,7734.TWO,印能科技,上櫃,股票,半導體業,598,True,True
7751,7751.TWO,竑騰,上櫃,股票,半導體業,534,True,True
7770,7770.TWO,君曜,上櫃,股票,半導體業,473,True,True
7772,7772.TWO,耀穎,上櫃,股票,半導體業,285,True,True
7810,7810.TWO,捷創科技,上櫃,股票,半導體業,379,True,True
7828,7828.TWO,創新服務,上櫃,股票,半導體業,320,True,True
8024,8024.TWO,佑華,上櫃,股票,半導體業,3579,True,True
8040,8040.TWO,九暘,上櫃,股票,半導體業,3579,True,True
8054,8054.TWO,安國,上櫃,股票,半導體業,3579,True,True
8086,8086.TWO,宏捷科,上櫃,股票,半導體業,3579,True,True
8088,8088.TWO,品安,上櫃,股票,半導體業,3579,True,True
8091,8091.TWO,翔名,上櫃,股票,半導體業,3579,True,True
8102,8102.TWO,傑霖科技,上櫃,股票,半導體業,678,True,True
8227,8227.TWO,巨有科技,上櫃,股票,半導體業,3579,True,True
8277,8277.TWO,商丞,上櫃,股票,半導體業,3579,True,True
8299,8299.TWO,群聯,上櫃,股票,半導體業,3575,True,True
8383,8383.TWO,千附,上櫃,股票,半導體業,3579,True,True
4303,4303.TWO,信立,上櫃,股票,塑膠工業,3579,True,True
4304,4304.TWO,勝昱,上櫃,股票,塑膠工業,3579,True,True
4305,4305.TWO,世坤,上櫃,股票,塑膠工業,3579,True,True
9950,9950.TWO,萬國通,上櫃,股票,塑膠工業,3579,True,True
2230,2230.TWO,泰茂,上櫃,股票,居家生活,3579,True,True
2916,2916.TWO,滿心,上櫃,股票,居家生活,3579,True,True
2924,2924.TWO,宏太-KY,上櫃,股票,居家生活,3579,True,True
2937,2937.TWO,集雅社,上櫃,股票,居家生活,2545,True,True
2941,2941.TWO,米斯特,上櫃,股票,居家生活,1176,True,True
2947,2947.TWO,振宇五金,上櫃,股票,居家生活,1431,True,True
2948,2948.TWO,寶陞,上櫃,股票,居家生活,1386,True,True
3067,3067.TWO,全域,上櫃,股票,居家生活,3579,True,True
3171,3171.TWO,炎洲流通,上櫃,股票,居家生活,3579,True,True
4609,4609.TWO,唐鋒,上櫃,股票,居家生活,3579,True,True
4702,4702.TWO,中美實,上櫃,股票,居家生活,3579,True,True
5902,5902.TWO,德記,上櫃,股票,居家生活,3579,True,True
5903,5903.TWO,全家,上櫃,股票,居家生活,3575,True,True
5904,5904.TWO,寶雅*,上櫃,股票,居家生活,3579,True,True
6195,6195.TWO,詩肯,上櫃,股票,居家生活,3579,True,True
6616,6616.TWO,特昇-KY,上櫃,股票,居家生活,2095,True,True
6629,6629.TWO,泰金-KY,上櫃,股票,居家生活,1755,True,True
6728,6728.TWO,上洋,上櫃,股票,居家生活,1775,True,True
6968,6968.TWO,萬達寵物,上櫃,股票,居家生活,718,True,True
7782,7782.TWO,光速火箭,上櫃,股票,居家生活,447,True,True
7794,7794.TWO,宏碁智新,上櫃,股票,居家生活,26,True,False
8066,8066.TWO,來思達,上櫃,股票,居家生活,3579,True,True
8433,8433.TWO,弘帆,上櫃,股票,居家生活,3459,True,True
8941,8941.TWO,關中,上櫃,股票,居家生活,3579,True,True
2596,2596.TWO,綠意,上櫃,股票,建材營造,3579,True,True
2718,2718.TWO,全心投控,上櫃,股票,建材營造,3579,True,True
3188,3188.TWO,鑫龍騰,上櫃,股票,建材營造,3579,True,True
3313,3313.TWO,斐成,上櫃,股票,建材營造,3579,True,True
3489,3489.TWO,森寶,上櫃,股票,建材營造,3579,True,True
3512,3512.TWO,皇龍,上櫃,股票,建材營造,3579,True,True
3521,3521.TWO,台鋼建設,上櫃,股票,建材營造,3579,True,True
4113,4113.TWO,聯上,上櫃,股票,建材營造,3579,True,True
4416,4416.TWO,三圓,上櫃,股票,建材營造,3579,True,True
4907,4907.TWO,富宇,上櫃,股票,建材營造,3579,True,True
5206,5206.TWO,坤悅,上櫃,股票,建材營造,3579,True,True
5213,5213.TWO,亞昕,上櫃,股票,建材營造,3579,True,True
5324,5324.TWO,士開,上櫃,股票,建材營造,3579,True,True
5455,5455.TWO,昇益,上櫃,股票,建材營造,3579,True,True
5508,5508.TWO,永信建,上櫃,股票,建材營造,3579,True,True
5511,5511.TWO,德昌,上櫃,股票,建材營造,3579,True,True
5512,5512.TWO,力麒,上櫃,股票,建材營造,3579,True,True
5514,5514.TWO,三豐,上櫃,股票,建材營造,3579,True,True
5516,5516.TWO,雙喜,上櫃,股票,建材營造,3579,True,True
5520,5520.TWO,力泰,上櫃,股票,建材營造,3579,True,True
5523,5523.TWO,豐謙,上櫃,股票,建材營造,3579,True,True
5529,5529.TWO,鉅陞,上櫃,股票,建材營造,3579,True,True
5543,5543.TWO,桓鼎-KY,上櫃,股票,建材營造,2501,True,True
5547,5547.TWO,久舜,上櫃,股票,建材營造,1609,True,True
5548,5548.TWO,安倉,上櫃,股票,建材營造,922,True,True
6171,6171.TWO,大城地產,上櫃,股票,建材營造,3579,True,True
6186,6186.TWO,新潤,上櫃,股票,建材營造,3579,True,True
6198,6198.TWO,瑞築,上櫃,股票,建材營造,3579,True,True
6212,6212.TWO,理銘,上櫃,股票,建材營造,3579,True,True
6219,6219.TWO,富旺,上櫃,股票,建材營造,3579,True,True
6264,6264.TWO,富裔,上櫃,股票,建材營造,3579,True,True
8080,8080.TWO,泰霖,上櫃,股票,建材營造,3579,True,True
8424,8424.TWO,惠普,上櫃,股票,建材營造,3467,True,True
2640,2640.TWO,大車隊,上櫃,股票,數位雲端,3467,True,True
2949,2949.TWO,欣新網,上櫃,股票,數位雲端,894,True,True
3085,3085.TWO,新零售,上櫃,股票,數位雲端,3579,True,True
3687,3687.TWO,歐買尬,上櫃,股票,數位雲端,3579,True,True
5278,5278.TWO,尚凡*,上櫃,股票,數位雲端,3468,True,True
5287,5287.TWO,數字,上櫃,股票,數位雲端,3413,True,True
5321,5321.TWO,美而快,上櫃,股票,數位雲端,3579,True,True
6236,6236.TWO,中湛,上櫃,股票,數位雲端,3579,True,True
6690,6690.TWO,安碁資訊,上櫃,股票,數位雲端,1964,True,True
6741,6741.TWO,91APP*-KY,上櫃,股票,數位雲端,1280,True,True
6763,6763.TWO,綠界科技*,上櫃,股票,數位雲端,1553,True,True
6811,6811.TWO,宏碁資訊,上櫃,股票,數位雲端,1366,True,True
6865,6865.TWO,偉康科技,上櫃,股票,數位雲端,1129,True,True
6870,6870.TWO,騰雲,上櫃,股票,數位雲端,1102,True,True
6910,6910.TWO,德鴻,上櫃,股票,數位雲端,795,True,True
6925,6925.TWO,意藍,上櫃,股票,數位雲端,881,True,True
6997,6997.TWO,博弘,上櫃,股票,數位雲端,637,True,True
7547,7547.TWO,碩網,上櫃,股票,數位雲端,1348,True,True
7714,7714.TWO,創泓科技,上櫃,股票,數位雲端,640,True,True
7738,7738.TWO,東聯互動,上櫃,股票,數位雲端,534,True,True
7747,7747.TWO,昕奇雲端,上櫃,股票,數位雲端,548,True,True
7805,7805.TWO,威聯通,上櫃,股票,數位雲端,379,True,True
7839,7839.TWO,達人網,上櫃,股票,數位雲端,310,True,True
8044,8044.TWO,網家,上櫃,股票,數位雲端,3579,True,True
8472,8472.TWO,納維康,上櫃,股票,數位雲端,2831,True,True
8477,8477.TWO,創業家,上櫃,股票,數位雲端,2641,True,True
8932,8932.TWO,智通*,上櫃,股票,數位雲端,3579,True,True
2926,2926.TWO,誠品生活,上櫃,股票,文化創意業,3467,True,True
3064,3064.TWO,泰偉,上櫃,股票,文化創意業,3579,True,True
3083,3083.TWO,網龍,上櫃,股票,文化創意業,3579,True,True
3086,3086.TWO,華義*,上櫃,股票,文化創意業,3579,True,True
3293,3293.TWO,鈊象,上櫃,股票,文化創意業,3579,True,True
3546,3546.TWO,宇峻,上櫃,股票,文化創意業,3579,True,True
3629,3629.TWO,地心引力,上櫃,股票,文化創意業,3579,True,True
4806,4806.TWO,桂田文創,上櫃,股票,文化創意業,2854,True,True
4946,4946.TWO,辣椒,上櫃,股票,文化創意業,3579,True,True
5263,5263.TWO,智崴,上櫃,股票,文化創意業,3467,True,True
5478,5478.TWO,智冠,上櫃,股票,文化創意業,3579,True,True
6101,6101.TWO,寬魚國際,上櫃,股票,文化創意業,3579,True,True
6111,6111.TWO,光聚晶電,上櫃,股票,文化創意業,3579,True,True
6144,6144.TWO,得利影,上櫃,股票,文化創意業,3579,True,True
6169,6169.TWO,昱泉,上櫃,股票,文化創意業,3579,True,True
6180,6180.TWO,橘子,上櫃,股票,文化創意業,3579,True,True
6294,6294.TWO,智基,上櫃,股票,文化創意業,3579,True,True
6482,6482.TWO,弘煜科,上櫃,股票,文化創意業,2874,True,True
6542,6542.TWO,隆中,上櫃,股票,文化創意業,2722,True,True
6596,6596.TWO,寬宏藝術,上櫃,股票,文化創意業,2406,True,True
6856,6856.TWO,鑫傳,上櫃,股票,文化創意業,1122,True,True
7584,7584.TWO,樂意,上櫃,股票,文化創意業,1285,True,True
8446,8446.TWO,華研,上櫃,股票,文化創意業,3377,True,True
8450,8450.TWO,霹靂,上櫃,股票,文化創意業,3151,True,True
8923,8923.TWO,時報,上櫃,股票,文化創意業,3579,True,True
9949,9949.TWO,琉園,上櫃,股票,文化創意業,3579,True,True
8908,8908.TWO,欣雄,上櫃,股票,油電燃氣,3579,True,True
8917,8917.TWO,欣泰,上櫃,股票,油電燃氣,3579,True,True
8927,8927.TWO,北基,上櫃,股票,油電燃氣,3579,True,True
8931,8931.TWO,大汽電,上櫃,股票,油電燃氣,3579,True,True
1565,1565.TWO,精華,上櫃,股票,生技醫療,3579,True,True
1777,1777.TWO,生泰,上櫃,股票,生技醫療,3579,True,True
1781,1781.TWO,合世,上櫃,股票,生技醫療,3579,True,True
1784,1784.TWO,訊聯,上櫃,股票,生技醫療,3579,True,True
1788,1788.TWO,杏昌,上櫃,股票,生技醫療,3579,True,True
1799,1799.TWO,易威,上櫃,股票,生技醫療,3579,True,True
1813,1813.TWO,寶利徠,上櫃,股票,生技醫療,3579,True,True
3118,3118.TWO,進階,上櫃,股票,生技醫療,3579,True,True
3176,3176.TWO,基亞,上櫃,股票,生技醫療,3579,True,True
3205,3205.TWO,佰研,上櫃,股票,生技醫療,3579,True,True
3218,3218.TWO,大學光,上櫃,股票,生技醫療,3579,True,True
4102,4102.TWO,永日,上櫃,股票,生技醫療,3579,True,True
4105,4105.TWO,東洋,上櫃,股票,生技醫療,3579,True,True
4107,4107.TWO,邦特,上櫃,股票,生技醫療,3579,True,True
4109,4109.TWO,加捷生醫,上櫃,股票,生技醫療,3579,True,True
4111,4111.TWO,濟生,上櫃,股票,生技醫療,3579,True,True
4114,4114.TWO,健喬,上櫃,股票,生技醫療,3579,True,True
4116,4116.TWO,明基醫,上櫃,股票,生技醫療,3579,True,True
4120,4120.TWO,友華,上櫃,股票,生技醫療,3579,True,True
4121,4121.TWO,優盛,上櫃,股票,生技醫療,3579,True,True
4123,4123.TWO,晟德,上櫃,股票,生技醫療,3579,True,True
4126,4126.TWO,太醫,上櫃,股票,生技醫療,3579,True,True
4127,4127.TWO,天良,上櫃,股票,生技醫療,3579,True,True
4128,4128.TWO,中天,上櫃,股票,生技醫療,3575,True,True
4129,4129.TWO,聯合,上櫃,股票,生技醫療,3579,True,True
4131,4131.TWO,浩泰,上櫃,股票,生技醫療,3579,True,True
4138,4138.TWO,曜亞,上櫃,股票,生技醫療,3579,True,True
4139,4139.TWO,馬光-KY,上櫃,股票,生技醫療,3579,True,True
4147,4147.TWO,中裕,上櫃,股票,生技醫療,3468,True,True
4153,4153.TWO,鈺緯,上櫃,股票,生技醫療,3449,True,True
4157,4157.TWO,太景*-KY,上櫃,股票,生技醫療,3172,True,True
4160,4160.TWO,訊聯基因,上櫃,股票,生技醫療,3468,True,True
4161,4161.TWO,聿新科,上櫃,股票,生技醫療,3468,True,True
4162,4162.TWO,智擎,上櫃,股票,生技醫療,3468,True,True
4163,4163.TWO,鐿鈦,上櫃,股票,生技醫療,3468,True,True
4166,4166.TWO,友霖,上櫃,股票,生技醫療,3468,True,True
4167,4167.TWO,松瑞藥,上櫃,股票,生技醫療,3337,True,True
4168,4168.TWO,醣聯,上櫃,股票,生技醫療,3468,True,True
4173,4173.TWO,久裕,上櫃,股票,生技醫療,3452,True,True
4174,4174.TWO,浩鼎,上櫃,股票,生技醫療,3338,True,True
4175,4175.TWO,杏一,上櫃,股票,生技醫療,3337,True,True
4183,4183.TWO,福永生技,上櫃,股票,生技醫療,3364,True,True
4188,4188.TWO,安克,上櫃,股票,生技醫療,3091,True,True
4192,4192.TWO,杏國,上櫃,股票,生技醫療,3172,True,True
4198,4198.TWO,欣大健康,上櫃,股票,生技醫療,3125,True,True
4726,4726.TWO,永昕,上櫃,股票,生技醫療,3468,True,True
4728,4728.TWO,雙美,上櫃,股票,生技醫療,3569,True,True
4735,4735.TWO,豪展,上櫃,股票,生技醫療,3579,True,True
4743,4743.TWO,合一,上櫃,股票,生技醫療,3575,True,True
